ds,y,fechamento,abertura,y_lag_1,fechamento_lag_1,max_lag_1,min_lag_1,amplitude_lag_1,delta_lag_1,variacao_lag_1,volatilidadeS_lag_1,volatilidadeM_lag_1,volatilidadeT_lag_1,volatilidadeSE_lag_1,volatilidadeA_lag_1,maS_lag_1,maM_lag_1,maT_lag_1,maSE_lag_1,maA_lag_1
2017-03-01,1,0.3269999999999982,-0.796999999999997,-1.0,-0.7989999999999924,-2.030000000000001,-0.8269999999999982,-1.203000000000003,0.3330000000000126,0.004660190608479142,0.06531874261728876,0.023493240378689162,0.0011721598628047225,0.0027462802412779874,0.001569529932870628,-0.2172000000000054,0.03736363636363649,0.07133333333332814,0.05914393939394813,0.09875000000000256
2017-03-02,-1,-1.1340000000000003,0.33899999999999864,1.0,0.3269999999999982,-0.060000000000002274,0.20900000000000318,-0.26900000000000546,1.1239999999999952,0.016720353009779844,-0.11898279014826973,-0.00041145105452045083,0.0006038414043414431,-0.0004636259579203772,-0.00010181741875914252,-0.30880000000000507,0.03627272727273123,0.07580303030304236,0.05806818181817164,0.10080303030302673
2017-03-03,1,0.9309999999999974,-1.1400000000000006,-1.0,-1.1340000000000003,-0.36299999999999955,-1.0670000000000073,0.7040000000000077,-1.472999999999999,-0.022009970474355975,-0.10077156327275649,0.04077353077117263,0.009441486038733293,0.0062252672861080605,0.0004999932923515082,-0.6393999999999949,-0.008136363636353394,0.06756060606060288,0.05067424242425034,0.10051893939393608
2017-03-06,-1,-0.4450000000000074,0.9260000000000019,1.0,0.9309999999999974,-0.23399999999999466,0.26600000000000534,-0.5,2.070999999999998,0.03114967978207955,0.32896730518321704,-0.07564282788066623,0.006627839289288673,0.003347468410531129,0.0011996937737280833,-0.36079999999999757,0.11290909090907064,0.07919696969696588,0.05823484848485094,0.10218939393939763
2017-03-07,-1,-0.5989999999999895,-0.44299999999999784,-1.0,-0.4450000000000074,0.09099999999999397,0.25900000000000034,-0.16800000000000637,-1.3710000000000093,-0.02072320064242627,-0.09440810081218232,0.0071320588630571224,-0.011608529740806173,-0.007103180658257435,0.0005861374351275872,-0.22400000000000375,0.07590909090909292,0.0528181818181821,0.06484848484848271,0.09942424242424153
2017-03-08,-1,-1.024000000000001,-0.5949999999999989,-1.0,-0.5989999999999895,-0.25099999999999056,-0.4509999999999934,0.20000000000000284,-0.1559999999999917,-0.0023959082553233393,-0.028878575721511313,0.013901179486280446,-0.031027633926124287,0.0018080191372749077,-0.00020811489066219213,-0.1840000000000117,0.0411818181818262,0.07204545454545297,0.05849999999999511,0.0939166666666651
2017-03-09,-1,-0.13300000000000978,-1.0300000000000011,-1.0,-1.024000000000001,-0.8310000000000031,-1.1720000000000113,0.3410000000000082,-0.42900000000000205,-0.00660689441360825,0.011493357744673194,0.032809401941972904,0.004197297670665123,0.004677208102891517,0.002038990708967847,-0.45419999999998595,0.006363636363630576,0.042606060606061646,0.05303030303030454,0.08745075757575904
2017-03-10,1,0.09000000000000341,-0.132000000000005,-1.0,-0.13300000000000978,-0.7420000000000044,-0.29299999999999216,-0.4490000000000123,0.8969999999999914,0.013610806081134531,-0.09104605916683473,-0.004145825480388221,-0.05945418776237521,0.0001396225671567164,-1.30946598004833e-05,-0.2540000000000049,-0.016772727272723387,0.07693939393938365,0.051992424242428115,0.08752651515151655
2017-03-13,1,0.8590000000000089,0.08800000000000807,1.0,0.09000000000000341,0.6569999999999965,0.26899999999999125,0.38800000000000523,0.2220000000000084,0.003433077304699642,-0.30377511587829376,-0.029797950471547652,-0.0058073100214284246,-8.590258892993141e-06,-8.707365268811884e-07,-0.4222000000000037,0.03100000000000591,0.06604545454545985,0.05271969696969592,0.08762121212120633
2017-03-14,-1,-0.835000000000008,0.8369999999999891,1.0,0.8590000000000089,-0.07399999999999807,0.2020000000000124,-0.27600000000001046,0.7710000000000008,0.011919453494907362,0.28456627223570974,0.020980834990149466,0.003148303667896646,-0.00024276240673026805,-0.004434673340697803,-0.16139999999998622,0.060681818181805625,0.08639393939394324,0.05245454545454464,0.08446590909091611
